ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
GDJ;Correo_1000240;Estafeta de correo de Real  del Sombrerete;Estafeta de correo;Estafeta;4;Real  del Sombrerete;1111;;9999;;;AGI_Correos;;Zacatecas;Mexico;Correo;424
GDJ;Correo_1000241;Estafeta de correo de Taltenango;Estafeta de correo;Estafeta;4;Taltenango;1111;;9999;;;AGI_Correos;;Zacatecas;Mexico;Correo;425
GDJ;Correo_1000282;Estafeta de correo de Presidio del Norte;Estafeta de correo;Estafeta;4;Presidio del Norte;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;426
GDJ;Correo_1000394;Estafeta de correo de San Miguel de las Juntas;Estafeta de correo;Estafeta;4;San Miguel de las Juntas;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;427
GDJ;Correo_1000420;Estafeta de correo de Ameca;Estafeta de correo;Estafeta;4;Ameca;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;428
GDJ;Correo_1000429;Estafeta de correo de Tecolotlán;Estafeta de correo;Estafeta;4;Tecolotlán;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;429
GDJ;Correo_1000440;Estafeta de correo de Tecalitlan;Estafeta de correo;Estafeta;4;Tecalitlan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;430
GDJ;Correo_1000463;Estafeta de correo de Etzatlan;Estafeta de correo;Estafeta;4;Etzatlan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;431
GDJ;Correo_1000464;Estafeta de correo de La Magdalena;Estafeta de correo;Estafeta;4;La Magdalena;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;432
GDJ;Correo_1000470;Estafeta de correo de Mascota;Estafeta de correo;Estafeta;4;Mascota;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;433
GDJ;Correo_1000472;Estafeta de correo de Talpa;Estafeta de correo;Estafeta;4;Talpa;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;434
GDJ;Correo_1000508;Estafeta de correo de Jalostotitlán;Estafeta de correo;Estafeta;4;Jalostotitlán;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;435
GDJ;Correo_1000518;Estafeta de correo de Teocaltiche;Estafeta de correo;Estafeta;4;Teocaltiche;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;436
GDJ;Correo_1000536;Estafeta de correo de Santa Ana Acatlan;Estafeta de correo;Estafeta;4;Santa Ana Acatlan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;437
GDJ;Correo_1000545;Estafeta de correo de Cocula;Estafeta de correo;Estafeta;4;Cocula;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;438
GDJ;Correo_1000551;Estafeta de correo de Jocotepec;Estafeta de correo;Estafeta;4;Jocotepec;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;439
GDJ;Correo_1000567;Estafeta de correo de Zacoalco;Estafeta de correo;Estafeta;4;Zacoalco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;440
GDJ;Correo_1000579;Estafeta de correo de Tepetitlan;Estafeta de correo;Estafeta;4;Tepetitlan;1111;;9999;;Identidad incierta;AGI_Correos;;Mexico;Mexico;Correo;441
GDJ;Correo_1000587;Estafeta de correo de Angeles Zapotlan;Estafeta de correo;Estafeta;4;Angeles Zapotlan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;442
GDJ;Correo_1000596;Estafeta de correo de Amatitan;Estafeta de correo;Estafeta;4;Amatitan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;443
GDJ;Correo_1000608;Estafeta de correo de Purificación;Estafeta de correo;Estafeta;4;Purificación;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;444
GDJ;Correo_1000643;Estafeta de correo de Tuxpan;Estafeta de correo;Estafeta;4;Tuxpan;1111;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo;445
NES;Correo_1000645;Estafeta de correo de Salvatierra;Estafeta de correo;Estafeta;4;Salvatierra;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;446
NES;Correo_1000646;Estafeta de correo de Santiago;Estafeta de correo;Estafeta;4;Santiago;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;447
NES;Correo_1000647;Estafeta de correo de Acambaro;Estafeta de correo;Estafeta;4;Acambaro;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;448
NES;Correo_1000659;Estafeta de correo de Jerecuaro;Estafeta de correo;Estafeta;4;Jerecuaro;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;449
NES;Correo_1000677;Estafeta de correo de Yurirapundaro;Estafeta de correo;Estafeta;4;Yurirapundaro;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;450
NES;Correo_1000678;Estafeta de correo de Irapuato;Estafeta de correo;Estafeta;4;Irapuato;1111;;9999;;;AGI_Correos;;Guanajuato;Mexico;Correo;451
NES;Correo_1000681;Estafeta de correo de Silao;Estafeta de correo;Estafeta;4;Silao;1111;;9999;;;AGI_Correos;;Guanajuato;Mexico;Correo;452
NES;Correo_1000695;Estafeta de correo de San Felipe;Estafeta de correo;Estafeta;4;San Felipe;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;453
NES;Correo_1000740;Estafeta de correo de Amecameca;Estafeta de correo;Estafeta;4;Amecameca;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;454
NES;Correo_1000791;Estafeta de correo de Tlalmanalco;Estafeta de correo;Estafeta;4;Tlalmanalco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;455
NES;Correo_1000800;Estafeta de correo de Tlayacapan;Estafeta de correo;Estafeta;4;Tlayacapan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;456
NES;Correo_1000802;Estafeta de correo de Totolapan;Estafeta de correo;Estafeta;4;Totolapan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;457
NES;Correo_1000855;Estafeta de correo de Tlalpán;Estafeta de correo;Estafeta;4;Tlalpán;1111;;9999;;Identidad incierta;AGI_Correos;;Puebla;Mexico;Correo;458
NES;Correo_9900742;Estafeta de correo de Tetela;Estafeta de correo;Estafeta;4;Tetela;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;459
NES;Correo_1000953;Estafeta de correo de Tepoztlan;Estafeta de correo;Estafeta;4;Tepoztlan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;460
NES;Correo_1000956;Estafeta de correo de San Francisco Tetecala;Estafeta de correo;Estafeta;4;San Francisco Tetecala;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;461
NES;Correo_1000965;Estafeta de correo de Tlaltizapan;Estafeta de correo;Estafeta;4;Tlaltizapan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;462
NES;Correo_1000974;Estafeta de correo de Yautepec;Estafeta de correo;Estafeta;4;Yautepec;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;463
NES;Correo_1000975;Estafeta de correo de Yecapixtla;Estafeta de correo;Estafeta;4;Yecapixtla;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;464
NES;Correo_1001005;Estafeta de correo de San Jerónomio Aculco;Estafeta de correo;Estafeta;4;San Jerónomio Aculco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;465
NES;Correo_1001053;Estafeta de correo de San Francisco Soyaniquilpan;Estafeta de correo;Estafeta;4;San Francisco Soyaniquilpan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;466
NES;Correo_1001115;Estafeta de correo de San Felipe del Obraje;Estafeta de correo;Estafeta;4;San Felipe del Obraje;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;467
NES;Correo_1001154;Estafeta de correo de Malinalco;Estafeta de correo;Estafeta;4;Malinalco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;468
NES;Correo_1001211;Estafeta de correo de Zinacantepec;Estafeta de correo;Estafeta;4;Zinacantepec;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;469
NES;Correo_1001281;Estafeta de correo de Lolotla;Estafeta de correo;Estafeta;4;Lolotla;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;470
NES;Correo_1001291;Estafeta de correo de Molango;Estafeta de correo;Estafeta;4;Molango;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;471
NES;Correo_1001356;Estafeta de correo de Zacualtipan;Estafeta de correo;Estafeta;4;Zacualtipan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;472
NES;Correo_1001380;Estafeta de correo de Atotonilco el Chico;Estafeta de correo;Estafeta;4;Atotonilco el Chico;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;473
NES;Correo_1001381;Estafeta de correo de Real del Monte;Estafeta de correo;Estafeta;4;Real del Monte;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;474
NES;Correo_1001401;Estafeta de correo de San Juan del Río;Estafeta de correo;Estafeta;4;San Juan del Río;1111;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo;475
NES;Correo_1001473;Estafeta de correo de Tepecoacuilco;Estafeta de correo;Estafeta;4;Tepecoacuilco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;476
NES;Correo_1001480;Estafeta de correo de Sultepec;Estafeta de correo;Estafeta;4;Sultepec;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;477
NES;Correo_1001544;Estafeta de correo de Calimaya;Estafeta de correo;Estafeta;4;Calimaya;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;478
NES;Correo_1001599;Estafeta de correo de Cutzamala;Estafeta de correo;Estafeta;4;Cutzamala;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;479
NES;Correo_1001642;Estafeta de correo de Calpulalpan;Estafeta de correo;Estafeta;4;Calpulalpan;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;480
NES;Correo_1001666;Estafeta de correo de Tepetlaoxtoc;Estafeta de correo;Estafeta;4;Tepetlaoxtoc;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;481
NES;Correo_1001681;Estafeta de correo de Chilpancingo;Estafeta de correo;Estafeta;4;Chilpancingo;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;482
NES;Correo_1001738;Estafeta de correo de Tepexi del Rio;Estafeta de correo;Estafeta;4;Tepexi del Rio;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;483
