OficialID;nombre_id;NOM_entero;Nacimiento_y;Fallecimiento_y;N_date_t;F_date_t;Nombres;particulo;Apellidos;titulo_de_nobleza;religious_order;PlaceOfBirth_Settlement;PlaceOfBirth_GZ_ID;PlaceOfBirth_Province;PlaceOfBirth_Country;Nacimiento_num;PlaceOfDeath_Settlement;PlaceOfDeath_GZ_ID;Fallecimiento_Province;PlaceOfDeath_Country;Fallecimiento_num;Fuente;Nota;flag;status;cargo_primero;cargo_ultimo;NOM_entero_STANDARD;Nombres_standard;Apellidos_standard;Apellidos_min;RANGE_S;RANGE_E;dbe;no_foreignkey;nowiki;tocayos;Nombres_alternative;Apellidos_alternative;N_date;F_date;Nom1;Nom2;Nom3;Part1;Ap1;Part2;Ap2;Part3;Ap3;N1S;N2S;N3S;A1S;A2S;A3S;flag_num;update_flag;FullOficialID
3106;antonio_suarez_rodriguez_de_yebar_y_malagon;Antonio Suárez Rodríguez de Yebar y Malagón;1738;;1738;?;Antonio;;Suárez Rodríguez de Yébar y Malagón;;;Trujillo;;Cáceres;ESP;;;;;;;worldstatesmen;;486;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Antonio Suarez Rodriguez de Yebar y Malagon;Antonio;Suarez  Rodriguez de Yebar y Malagon;Suarez  Rodriguez Yebar Malagon;1738;1838;63727/antonio-suarez-rodriguez-de-yebar-y-malagon;;;;;;;;Antonio;;;;Suárez;;Rodríguez;de;Yebar y Malagón;;;;;;;486;;persIndias3106
3107;manuel_maria_jose_joaquin_benito_pascual_clemente_fermin_ruiz_urries_de_castilla_y_pujadas;Manuel María José Joaquín Benito Pascual Clemente Fermín Ruiz Urriés de Castilla y Pujadas;1734;1812;1734;1812;Manuel María José Joaquín Benito Pascual Clemente Fermín;;Ruiz  Urriés de Castilla y Pujadas;;;;;;;;;;;;;worldstatesmen;;487;wikiwmsbatch_newid;PRPEHV00;PRQUQU00;Manuel Maria Jose Joaquin Benito Pascual Clemente Fermin Ruiz Urries de Castilla y Pujadas;Manuel Maria Jose Joaquín Benito Pascual Clemente Fermín;Ruiz  Urries de Castilla y Pujadas;Ruiz  Urries Castilla Pujadas;1734;1812;;yes;;;;;;;Manuel;María;José Joaquín Benito Pascual Clemente Fermín;;Ruiz;;Urriés;de;Castilla y Pujadas;;;;;;;487;;persIndias3107
3108;juan_pio_de_montufar_y_larrea-zurbano;Juan Pío de Montúfar y Larrea-Zurbano;1758;1819;1758;1819;Juan Pío;de;Montúfar y Larrea-Zurbano;;;;;;;;;;;;;worldstatesmen;;488;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Pio de Montufar y Larrea-Zurbano;Juan Pio;Montufar y Larrea-Zurbano;Montufar Larrea-Zurbano;1758;1819;;yes;;;;;;;Juan;Pío;;de;Montúfar;y;Larrea-Zurbano;;;;;;;;;488;;persIndias3108
3110;carlos_de_montufar_y_larrea-zurbano;Carlos de Montúfar y Larrea-Zurbano;1780;1816;1780;1816;Carlos;de;Montúfar y Larrea-Zurbano;;;;;;;;;;;;;worldstatesmen;;490;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Carlos de Montufar y Larrea-Zurbano;Carlos;Montufar y Larrea-Zurbano;Montufar Larrea-Zurbano;1780;1816;;yes;;;;;;;Carlos;;;de;Montúfar;y;Larrea-Zurbano;;;;;;;;;490;;persIndias3110
3111;joaquin_de_molina_y_zuleta;Joaquín de Molina y Zuleta;1750;1821;1750;1821;Joaquín;de;Molina y Zuleta;;;;;;;;;;;;;worldstatesmen;;492;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Joaquin de Molina y Zuleta;Joaquin;Molina y Zuleta;Molina Zuleta;1750;1821;;yes;;;;;;;Joaquín;;;de;Molina;y;Zuleta;;;;;;;;;492;;persIndias3111
3112;toribio_montes-caloca_y_perez;Toribio Montes-Caloca y Pérez;1749;1830;1749;1830;Toribio;;Montes-Caloca y Pérez;;;;;;;;;;;;;worldstatesmen;;493;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Toribio Montes-Caloca y Perez;Toribio;Montes-Caloca y Perez;Montes-Caloca Perez;1749;1830;;yes;;;;;;;Toribio;;;;Montes-Caloca;y;Pérez;;;;;;;;;493;;persIndias3112
3113;juan_ramirez_de_orozco;Juan  Ramírez de Orozco;1765;1860;1765;1860;Juan;;Ramírez de Orozco;;;;;;ESP;17650000;;;;ESP;;worldstatesmen;;n;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan  Ramirez de Orozco;Juan;Ramirez de Orozco;Ramirez Orozco;1765;1852;14374/juan-ramirez-de-orozco;added;;;;;;;Juan;;;;Ramírez;de;Orozco;;;Juan;;;Ramirez;Orozco;;494;;persIndias3113
3115;juan_de_la_cruz_mourgeon_y_achet;Juan de la Cruz Mourgeon y Achet;1766;1822;1766;1822;Juan;de la;Cruz  Mourgeon y Achet;;;;;;;;;;;;;worldstatesmen;;496;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan de la Cruz Mourgeon y Achet;Juan;Cruz  Mourgeon y Achet;Cruz  Mourgeon Achet;1766;1822;;yes;;;;;;;Juan;;;de la;Cruz;;Mourgeon;y;Achet;;;;;;;496;;persIndias3115
3116;jorge_escobedo_y_alarcon;Jorge Escobedo y Alarcón;;;;;Jorge;;Escobedo y Alarcón;;;Jaén;;;ESP;;Madrid;;;ESP;;wikipedia;;616;wikiwmsbatch_newid;PRPELI00;PRPELI00;Jorge Escobedo y Alarcon;Jorge;Escobedo y Alarcon;Escobedo Alarcon;1724;1847;35410/jorge-de-escobedo-y-alarcon;;;;;;;;Jorge;;;;Escobedo;y;Alarcón;;;;;;;;;616;;persIndias3116
3117;juan_maria_de_galvez_y_montes_de_oca;Juan María de Gálvez y Montes de Oca;1747;1820;17.08.1747;18.03.1820;Juan María;de;Gálvez y Montes de Oca;;;Écija;;;ESP;17470802;Lima;;;PER;18200305;wikipedia;;n;wikiwmsbatch_newid;PRPELI00;PRPELI00;Juan Maria de Galvez y Montes de Oca;Juan Maria;Galvez y Montes de Oca;Galvez Montes Oca;1747;1820;123092/juan-maria-de-galvez-y-montes-de-oca;added;;;;;;;Juan;María;;;Gálvez;y;Montes;de;Oca;Juan;Maria;;Galvez;Montes;Oca;621;;persIndias3117
3118;pedro_antonio_de_ceballos_cortes_y_calderon;Pedro Antonio de Ceballos Cortés y Calderón;;;;;Pedro Antonio;de;Ceballos  Cortés y Calderón;;;;;;;;;;;;;worldstatesmen;;853;wikiwmsbatch_newid;SURP0000;SURP0000;Pedro Antonio de Ceballos Cortes y Calderon;Pedro Antonio;Ceballos  Cortes y Calderon;Ceballos  Cortes Calderon;1716;1838;;yes;;;;;;;Pedro;Antonio;;de;Ceballos;;Cortés;y;Calderón;;;;;;;853;;persIndias3118
3119;juan_jose_de_vertiz_y_salcedo;Juan José de Vértiz y Salcedo;;;;;Juan José;de;Vértiz y Salcedo;;;Mérida;1000022;Yucatán;MEX;;;;;;;worldstatesmen;;854;wikiwmsbatch_newid;SURP0000;SURP0000;Juan Jose de Vertiz y Salcedo;Juan Jose;Vertiz y Salcedo;Vertiz Salcedo;1718;1844;;yes;;;;;;;Juan;José;;de;Vértiz;y;Salcedo;;;;;;;;;854;;persIndias3119
3120;nicolas_francisco_cristobal_del_campo;Nicolás Francisco Cristóbal del Campo;1740;1803;1740;1803;Nicolás Francisco Cristóbal;del;Campo;;;;;;;;;;;;;worldstatesmen;;855;wikiwmsbatch_newid;SURP0000;PRRPBA00;Nicolas Francisco Cristobal del Campo;Nicolas Francisco Cristobal;Campo;Campo;1740;1803;;yes;;;;;;;Nicolás;Francisco;Cristóbal;del;Campo;;;;;;;;;;;855;;persIndias3120
3121;nicolas_antonio_de_arredondo;Nicolás Antonio de Arredondo;1726;1802;1726;1802;Nicolás Antonio;de;Arredondo y Pelegrín;;;Bárcena de Cicero;;Cantabria;ESP;;Madrid;;;ESP;;worldstatesmen;;856;wikiwmsbatch_newid;PRRPBA00;PRRPBA00;Nicolas Antonio de Arredondo;Nicolas Antonio;Arredondo;Arredondo;1740;1802;8031/nicolas-antonio-de-arredondo-y-pelegrin;;;;;;;;Nicolás;Antonio;;de;Arredondo;;;;;;;;;;;856;;persIndias3121
3122;pedro_de_melo_y_portugal_y_vilhena;Pedro de Melo y Portugal y Vilhena;1733;1797;1733;1797;Pedro;de;Melo y Portugal y Vilhena;;;;;;;;;;;;;worldstatesmen;;857;wikiwmsbatch_newid;PRRPPA00;PRRPBA00;Pedro de Melo y Portugal y Vilhena;Pedro;Melo y Portugal y Vilhena;Melo Portugal Vilhena;1733;1797;;yes;;;;;;;Pedro;;;de;Melo;y;Portugal;y;Vilhena;;;;;;;857;;persIndias3122
3123;antonio_olaguer_y_feliu_heredia_lopez_y_donec;Antonio Olaguer y Feliú Heredia López y Donec;1740;1807;1740;1807;Antonio;;Olaguer y Feliú  Heredia López y Donec;;;;;;;;;;;;;worldstatesmen;;858;wikiwmsbatch_newid;JURPBOMV;PRRPBA00;Antonio Olaguer y Feliu Heredia Lopez y Donec;Antonio;Olaguer y Feliu  Heredia Lopez y Donec;Olaguer Feliu  Heredia Lopez Donec;1740;1807;;yes;;;;;;;Antonio;;;;Olaguer;y;Feliú;;Heredia López y Donec;;;;;;;858;;persIndias3123
3124;rafael_de_sobremonte_nunez;Rafael de Sobremonte Núñez;1746;1827;1746;1827;Rafael;de;Sobremonte  Núñez;;;;;;;;;;;;;worldstatesmen;;861;wikiwmsbatch_newid;PRRPCO00;PRRPBA00;Rafael de Sobremonte Nunez;Rafael;Sobremonte  Nunez;Sobremonte  Nunez;1746;1827;;yes;;;;;;;Rafael;;;de;Sobremonte;;Núñez;;;;;;;;;861;;persIndias3124
3125;santiago_antonio_maria_liniers_y_bremont;Santiago Antonio María Liniers y Bremont;1753;1810;1753;1810;Santiago Antonio María;;Liniers y Bremont;;;;;;;;;;;;;worldstatesmen;;863;wikiwmsbatch_newid;PRRPBA00;PRRPBA00;Santiago Antonio Maria Liniers y Bremont;Santiago Antonio Maria;Liniers y Bremont;Liniers Bremont;1753;1810;;yes;;;;;;;Santiago;Antonio;María;;Liniers;y;Bremont;;;;;;;;;863;;persIndias3125
3126;baltazar_hidalgo_de_cisneros_de_la_torre;Baltazar Hidalgo de Cisneros de la Torre;1755;1829;1755;1829;Baltazar;;Hidalgo de Cisneros de la Torre;;;;;;;;;;;;;worldstatesmen;;864;wikiwmsbatch_newid;PRRPBA00;PRRPBA00;Baltazar Hidalgo de Cisneros de la Torre;Baltazar;Hidalgo de Cisneros de la Torre;Hidalgo Cisneros Torre;1755;1829;;yes;;;;;;;Baltazar;;;;Hidalgo;de;Cisneros;de la;Torre;;;;;;;864;;persIndias3126
3127;manuel_ignacio_fernandez;Manuel Ignacio Fernández;1738;1790;17.12.1738;17.01.1790;Manuel Ignacio;;Fernández;;;La Coruña;;;ESP;17381214;Madrid;;;ESP;17900104;wikipedia;;dbenew;wikiwmsbatch_newid;JUCHCOJF;INRPBA00;Manuel Ignacio Fernandez;Manuel Ignacio;Fernandez;Fernandez;1738;1790;75345/manuel-ignacio-fernandez;added;;;;;;;Manuel;Ignacio;;;Fernández;;;;;;;;;;;875;;persIndias3127
3128;francisco_de_paula_sanz;Francisco de Paula Sanz;1748;1810;1748;1810;Francisco de Paula;de;Sanz;;;Málaga;;;ESP;;Potosí;8000002;;BOL;;wikipedia;;876;wikiwmsbatch_newid;PRRPBA00;JUSDFLFW;Francisco de Paula Sanz;Francisco;Paula  Sanz;Paula  Sanz;1748;1810;15356/francisco-de-paula-sanz;;;;;;;;Francisco;;;de;Paula;;Sanz;;;;;;;;;876;;persIndias3128
3129;francisco_hurtado_del_pino;Francisco Hurtado del Pino;1748;1804;17.03.1748;1804;Francisco;;Hurtado del Pino;;;Orán;;;ALG;17480330;Madrid;;;ESP;;wikipedia;;dbenew;wikiwmsbatch_newid;PRCHCH00;PRCHCH00;Francisco Hurtado del Pino;Francisco;Hurtado del Pino;Hurtado Pino;1748;1804;47948/francisco-hurtado-del-pino;added;;;;;;;Francisco;;;;Hurtado;del;Pino;;;;;;;;;897;;persIndias3129
3130;francisco_garos;Francisco Garos;;;;;Francisco;;Garos;;;;;Cataluña;ESP;;Lima;;;PER;;wikipedia;;898;wikiwmsbatch_newid;PRCHCH00;PRCHCH00;Francisco Garos;Francisco;Garos;Garos;1729;1851;47952/francisco-de-garos;;;;;;;;Francisco;;;;Garos;;;;;;;;;;;898;;persIndias3130
3131;benito_de_la_mata_linares;Benito de la Mata Linares;;;;;Benito María;de la;Mata Linares y Vázquez Dávila;;;Madrid;;;ESP;;;;;;;wikipedia;;899;wikiwmsbatch_newid;AUCU0000;AUCU0000;Benito de la Mata Linares;Benito;Mata  Linares;Mata  Linares;1724;1848;16266/benito-maria-de-la-mata-linares-y-vazquez-davila;;;;;;;;Benito;;;de la;Mata;;Linares;;;;;;;;;899;;persIndias3131
3132;jose_de_la_portilla;José de la Portilla;;;;;José;de la;Portilla y Gálvez;;;La Rambla;;Córdoba;ESP;;España;;;ESP;;wikipedia;;900;wikiwmsbatch_newid;AUCU0000;AUCU0000;Jose de la Portilla;Jose;Portilla;Portilla;1728;1851;63639/jose-de-la-portilla-y-galvez;;;;;;;;José;;;de la;Portilla;;;;;;;;;;;900;;persIndias3132
3133;carlos_de_corral;Carlos de Corral;;;;;Carlos;de;Corral;;;;;;;;;;;;;wikipedia;;901;wikiwmsbatch_newid;AUCU0000;AUCU0000;Carlos de Corral;Carlos;Corral;Corral;1731;1852;;yes;;;;;;;Carlos;;;de;Corral;;;;;;;;;;;901;;persIndias3133
3134;francisco_munoz_de_san_clemente;Francisco Muñoz de San Clemente;;;;;Francisco;;Muñoz de San Clemente;;;;;;;;;;;;;wikipedia;;903;wikiwmsbatch_newid;AUCU0000;AUCU0000;Francisco Munoz de San Clemente;Francisco;Munoz de San Clemente;Munoz San Clemente;1746;1869;;yes;;;;;;;Francisco;;;;Muñoz;de;San Clemente;;;;;;;;;903;;persIndias3134
3135;jose_manuel_de_goyeneche_y_barreda;José Manuel de Goyeneche y Barreda;1775;1846;17.06.1775;18.10.1846;José Manuel;de;Goyeneche y Barreda;Conde de Huaqui I;;Arequipa;6000007;;PER;17750613;Madrid;;;ESP;18461010;wikipedia;;n;wikiwmsbatch_newid;AUCU0000;AUCU0000;Jose Manuel de Goyeneche y Barreda;Jose Manuel;Goyeneche y Barreda;Goyeneche Barreda;1775;1846;11208/jose-manuel-de-goyeneche-y-barreda;added;;;;;;;José;Manuel;;de;Goyeneche;y;Barreda;;;Jose;Manuel;;Goyeneche;Barreda;;904;;persIndias3135
3136;pedro_antonio_manuel_cernadas_y_bermudez_de_castro;Pedro Antonio Manuel  Cernadas y Bermúdez de Castro;1743;1823;17.10.1743;1823;Pedro Antonio Manuel;;Cernadas y Bermúdez de Castro;;;Santiago de Compostela;;;ESP;17431022;Lima;;;PER;18230000;wikipedia;;n;wikiwmsbatch_newid;AUCU0000;AUCU0000;Pedro Antonio Manuel  Cernadas y Bermudez de Castro;Pedro Antonio Manuel;Cernadas y Bermudez de Castro;Cernadas Bermudez Castro;1751;1823;53914/pedro-antonio-manuel-cernadas-y-bermudez-de-castro;added;;;;;;;Pedro;Antonio;;;Cernadas;y;Bermúdez;de;Castro;Pedro;Antonio;;Cernadas;Bermudez;Castro;905;;persIndias3136
3137;martin_concha_y_jara;Martín Concha y Jara;;;;;Martín;;Concha y Jara;;;;;;;;;;;;;wikipedia;;906;wikiwmsbatch_newid;AUCU0000;AUCU0000;Martin Concha y Jara;Martin;Concha y Jara;Concha Jara;1752;1872;;yes;;;;;;;Martín;;;;Concha;y;Jara;;;;;;;;;906;;persIndias3137
3138;mateo_pumacahua;Mateo Pumacahua;1748;1815;1748;18.03.1815;Mateo;;Pumacahua;;;Chincheros;6000397;;PER;17480000;Sicuani;;;PER;18150317;wikipedia;;dbenew;wikiwmsbatch_newid;AUCU0000;AUCU0000;Mateo Pumacahua;Mateo;Pumacahua;Pumacahua;1752;1815;10442/mateo-pumacahua;added;;;;;;;Mateo;;;;Pumacahua;;;;;;;;;;;907;;persIndias3138
3139;manuel_pardo_ribadeneira;Manuel Pardo Ribadeneira;;;;;Manuel;;Pardo  Ribadeneira;;;;;;;;;;;;;wikipedia;;908;wikiwmsbatch_newid;AUCU0000;AUCU0000;Manuel Pardo Ribadeneira;Manuel;Pardo  Ribadeneira;Pardo  Ribadeneira;1754;1875;;yes;;;;;;;Manuel;;;;Pardo;;Ribadeneira;;;;;;;;;908;;persIndias3139
3140;manuel_gonzalez_de_bernedo;Manuel González de Bernedo;;;;;Manuel;;González de Bernedo;;;;;;;;;;;;;wikipedia;;909;wikiwmsbatch_newid;AUCU0000;AUCU0000;Manuel Gonzalez de Bernedo;Manuel;Gonzalez de Bernedo;Gonzalez Bernedo;1755;1876;;yes;;;;;;;Manuel;;;;González;de;Bernedo;;;;;;;;;909;;persIndias3140
3141;mariano_ricafort;Mariano Ricafort;1750;1850;1750;1850;Mariano;;Ricafort;;;;;;ESP;;;;;ESP;;wikipedia;;dbenew;wikiwmsbatch_newid;AUCU0000;PRSDIC00;Mariano Ricafort;Mariano;Ricafort;Ricafort;1756;1850;34737/mariano-ricafort;added;;;;;;;Mariano;;;;Ricafort;;;;;;;;;;;910;;persIndias3141
3142;pio_tristan_tristán;Pío Tristán Tristán;;;;;Pío Tristán;;Tristán y Moscoso;;;Arequipa;6000007;;PER;;;;;;;wikipedia;;911;wikiwmsbatch_newid;AUCU0000;AUCU0000;Pio Tristan Tristán;Pio Tristan;Tristan;Tristan;1757;1884;16046/pio-tristan-y-moscoso;;;;;;;;Pío;Tristán;;;Tristán;;;;;;;;;;;911;;persIndias3142
3143;jose_joaquin_de_contreras;José Joaquín de Contreras;;;;;José Joaquín;de;Contreras;;;;;;;;;;;;;wikipedia;;912;wikiwmsbatch_newid;PRRPCO00;PRCCPU00;Jose Joaquin de Contreras;Jose Joaquin;Contreras;Contreras;1723;1844;;yes;;;;;;;José;Joaquín;;de;Contreras;;;;;;;;;;;912;;persIndias3143
3144;nicolas_perez_del_viso;Nicolás Pérez del Viso;;;;;Nicolás;;Pérez del Viso;;;;;;;;;;;;;wikipedia;;913;wikiwmsbatch_newid;PRRPCO00;PRRPCO00;Nicolas Perez del Viso;Nicolas;Perez del Viso;Perez Viso;1724;1844;;yes;;;;;;;Nicolás;;;;Pérez;del;Viso;;;;;;;;;913;;persIndias3144
3145;jose_gonzalez;José González;;;;;José;;González;;;;;;;;;;;;;wikipedia;;916;wikiwmsbatch_newid;PRCCPU00;PRPETA00;Jose Gonzalez;Jose;Gonzalez;Gonzalez;1743;1865;;yes;;;;;;;José;;;;González;;;;;;;;;;;916;;persIndias3145
3146;victoriano_rodriguez;Victoriano Rodríguez;;;;;Victoriano;;Rodríguez;;;;;;;;;;;;;wikipedia;;917;wikiwmsbatch_newid;PRRPCO00;PRRPCO00;Victoriano Rodriguez;Victoriano;Rodriguez;Rodriguez;1745;1867;;yes;;;;;;;Victoriano;;;;Rodríguez;;;;;;;;;;;917;;persIndias3146
3147;juan_gutierrez_de_la_concha;Juan Gutiérrez de la Concha;;;;;Juan;;Gutiérrez de la Concha;;;;;;;;;;;;;wikipedia;;918;wikiwmsbatch_newid;PRRPCO00;PRRPCO00;Juan Gutierrez de la Concha;Juan;Gutierrez de la Concha;Gutierrez Concha;1747;1870;;yes;;;;;;;Juan;;;;Gutiérrez;de la;Concha;;;;;;;;;918;;persIndias3147
3148;andres_de_mestre;Andrés de Mestre;;;;;Andrés;de;Mestre;;;;;;;;;;;;;wikipedia;;919;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Andres de Mestre;Andres;Mestre;Mestre;1723;1851;;yes;;;;;;;Andrés;;;de;Mestre;;;;;;;;;;;919;;persIndias3148
3149;tadeo_davila;Tadeo Dávila;;;;;Tadeo;;Fernández Dávila;;;Villa de Moquegua;6000122;;PER;;;;;;;wikipedia;;921;wikiwmsbatch_newid;PRRPSA00;PRCCLP00;Tadeo Davila;Tadeo;Davila;Davila;1737;1858;66193/tadeo-fernandez-davila;;;;;;;;Tadeo;;;;Dávila;;;;;;;;;;;921;;persIndias3149
3150;rafael_de_la_luz;Rafael de la Luz;;;;;Rafael;de la;Luz;;;;;;;;;;;;;wikipedia;;922;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Rafael de la Luz;Rafael;Luz;Luz;1738;1867;;yes;;;;;;;Rafael;;;de la;Luz;;;;;;;;;;;922;;persIndias3150
3151;tomas_de_arrigunaga;Tomás de Arrigunaga;;;;;Tomás;de;Arrigunaga;;;;;;;;;;;;;wikipedia;;923;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Tomas de Arrigunaga;Tomas;Arrigunaga;Arrigunaga;1747;1868;;yes;;;;;;;Tomás;;;de;Arrigunaga;;;;;;;;;;;923;;persIndias3151
3152;jose_de_medeiros;José de Medeiros;;;;;José;de;Medeiros;;;;;;;;;;;;;wikipedia;;924;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Jose de Medeiros;Jose;Medeiros;Medeiros;1747;1869;;yes;;;;;;;José;;;de;Medeiros;;;;;;;;;;;924;;persIndias3152
3153;nicolas_de_villacorta_y_ocanainterino;Nicolás de Villacorta y Ocañainterino;;;;;Nicolás;de;Villacorta y Ocañainterino;;;;;;;;;;;;;wikipedia;;925;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Nicolas de Villacorta y Ocanainterino;Nicolas;Villacorta y Ocanainterino;Villacorta Ocanainterino;1749;1869;;yes;;;;;;;Nicolás;;;de;Villacorta;y;Ocañainterino;;;;;;;;;925;;persIndias3153
3154;nicolas_severo_de_isasmendi;Nicolás Severo de Isasmendi;;;;;Nicolás Severo;de;Isasmendi;;;;;;;;;;;;;wikipedia;;926;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Nicolas Severo de Isasmendi;Nicolas Severo;Isasmendi;Isasmendi;1749;1870;;yes;;;;;;;Nicolás;Severo;;de;Isasmendi;;;;;;;;;;;926;;persIndias3154
3155;joaquin_mestre;Joaquín Mestre;;;;;Joaquín;;Mestre;;;;;;;;;;;;;wikipedia;;927;wikiwmsbatch_newid;PRRPSA00;PRRPSA00;Joaquin Mestre;Joaquin;Mestre;Mestre;1750;1870;;yes;;;;;;;Joaquín;;;;Mestre;;;;;;;;;;;927;;persIndias3155
3156;juan_del_pino_y_manrique_de_lara;Juan del Pino y Manrique de Lara;1747;1815;1747;1815;Juan;del;Pino y Manrique de Lara;;;Málaga;;;ESP;17470000;;;;PER;18150000;wikipedia;;n;wikiwmsbatch_newid;PRCCPO00;PRCCPO00;Juan del Pino y Manrique de Lara;Juan;Pino y Manrique de Lara;Pino Manrique Lara;1747;1815;53988/juan-del-pino-y-manrique-de-lara;added;;;;;;;Juan;;;del;Pino;;Manrique;de;Lara;Juan;;;Pino;Manrique;Lara;930;;persIndias3156
3157;sebastian_de_segurola_y_oliden;Sebastián de Segurola y Oliden;1740;1789;17.01.1740;17.10.1789;Sebastián;de;Segurola y Oliden;;;Azpeitia;;;ESP;17400127;La Paz;8000005;;BOL;17891002;wikipedia;;n;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Sebastian de Segurola y Oliden;Sebastian;Segurola y Oliden;Segurola Oliden;1740;1789;15411/sebastian-de-segurola-y-oliden;added;;;;;;;Sebastián;;;de;Segurola;y;Oliden;;;Sebastian;;;Segurola;Oliden;;932;;persIndias3157
3158;juan_manuel_alvarez;Juan Manuel Alvarez;;;;;Juan Manuel;;Álvarez de Faria y Sánchez;;;Badajoz;;;ESP;;Madrid;;;ESP;;wikipedia;;933;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Juan Manuel Alvarez;Juan Manuel;Alvarez;Alvarez;1731;1853;24230/juan-manuel-alvarez-de-faria-y-sanchez;;;;;;;;Juan;Manuel;;;Alvarez;;;;;;;;;;;933;;persIndias3158
3159;francisco_de_cuellar;Francisco de Cuellar;;;;;Francisco;de;Cuellar;;;;;;;;;;;;;wikipedia;;934;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Francisco de Cuellar;Francisco;Cuellar;Cuellar;1733;1855;;yes;;;;;;;Francisco;;;de;Cuellar;;;;;;;;;;;934;;persIndias3159
3160;fernando_de_la_sota;Fernando de la Sota;;;;;Fernando;de la;Sota;;;;;;;;;;;;;wikipedia;;935;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Fernando de la Sota;Fernando;Sota;Sota;1735;1856;;yes;;;;;;;Fernando;;;de la;Sota;;;;;;;;;;;935;;persIndias3160
3161;antonio_burgunyo;Antonio Burgunyo;;;;;Antonio;;Burgunyo;;;;;;;;;;;;;wikipedia;;936;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Antonio Burgunyo;Antonio;Burgunyo;Burgunyo;1736;1865;;yes;;;;;;;Antonio;;;;Burgunyo;;;;;;;;;;;936;;persIndias3161
3162;antonio_alvarez_de_sotomayor;Antonio Alvarez de Sotomayor;;;;;Antonio;;Alvarez de Sotomayor;;;;;;;;;;;;;wikipedia;;938;wikiwmsbatch_newid;PRCCLP00;PRCCLP00;Antonio Alvarez de Sotomayor;Antonio;Alvarez de Sotomayor;Alvarez Sotomayor;1749;1869;;yes;;;;;;;Antonio;;;;Alvarez;de;Sotomayor;;;;;;;;;938;;persIndias3162
3163;jose_reseguin;José Reseguín;;;;;José;;Reseguín;;;;;;;;;;;;;wikipedia;;939;wikiwmsbatch_newid;PRCCPU00;PRCCPU00;Jose Reseguin;Jose;Reseguin;Reseguin;1724;1848;;yes;;;;;;;José;;;;Reseguín;;;;;;;;;;;939;;persIndias3163
3164;francisco_jose_de_mesa_ponte_y_castillo;Francisco José de Mesa Ponte y Castillo;;;;;Francisco José;de;Mesa  Ponte y Castillo;;;;;;;;;;;;;wikipedia;;941;wikiwmsbatch_newid;PRCCPU00;PRCCPU00;Francisco Jose de Mesa Ponte y Castillo;Francisco Jose;Mesa  Ponte y Castillo;Mesa  Ponte Castillo;1730;1855;;yes;;;;;;;Francisco;José;;de;Mesa;;Ponte;y;Castillo;;;;;;;941;;persIndias3164
3165;jose_antonio_de_campos;José Antonio de Campos;;;;;José Antonio;de;Campos y Julián;José Antonio de San Alberto;;El Frasno;;Zaragoza;ESP;;La Plata;8000001;;BOL;;wikipedia;;942;wikiwmsbatch_newid;PRCCPU00;PRCCPU00;Jose Antonio de Campos;Jose Antonio;Campos;Campos;1735;1856;15184/jose-antonio-campos-y-julian;;;;;;;;José;Antonio;;de;Campos;;;;;;;;;;;942;;persIndias3165
3166;tomas_de_samper;Tomás de Samper;;;;;Tomás;de;Samper;;;;;;;;;;;;;wikipedia;;943;wikiwmsbatch_newid;PRCCPU00;PRCCPU00;Tomas de Samper;Tomas;Samper;Samper;1736;1861;;yes;;;;;;;Tomás;;;de;Samper;;;;;;;;;;;943;;persIndias3166
3167;ignacio_maldonado;Ignacio Maldonado;;;;;Ignacio;;Maldonado;;;;;;;;;;;;;wikipedia;;944;wikiwmsbatch_newid;PRCCPU00;PRCCPU00;Ignacio Maldonado;Ignacio;Maldonado;Maldonado;1741;1861;;yes;;;;;;;Ignacio;;;;Maldonado;;;;;;;;;;;944;;persIndias3167
3168;manuel_quimper_benitez_del_pino;Manuel Químper Benítez del Pino;1757;1844;1757;18.04.1844;Manuel;;Químper  Benítez del Pino;;;Lima;6000001;;PER;17570000;Lima;;;PER;18440402;wikipedia;;dbenew;wikiwmsbatch_newid;PRCCPU00;PRPEHU00;Manuel Quimper Benitez del Pino;Manuel;Quimper  Benitez del Pino;Quimper  Benitez Pino;1757;1844;117312/manuel-quimper-benitez-del-pino;added;;;;;;;Manuel;;;;Químper;;Benítez;del;Pino;;;;;;;946;;persIndias3168
