REG;gz_id;InstID;Label;Tipo;Cardinalidad;Rango;Lugar;START_;START_ex;END_;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain
NES;1001401;Correo_1001401;Estafeta de correo de San Juan del Río;Estafeta de correo;Estafeta;4;San Juan del Río;1765;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo
NES;1001473;Correo_1001473;Estafeta de correo de Tepecoacuilco;Estafeta de correo;Estafeta;4;Tepecoacuilco;1783;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001480;Correo_1001480;Estafeta de correo de Sultepec;Estafeta de correo;Estafeta;4;Sultepec;1773;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001544;Correo_1001544;Estafeta de correo de Calimaya;Estafeta de correo;Estafeta;4;Calimaya;1804;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001599;Correo_1001599;Estafeta de correo de Cutzamala;Estafeta de correo;Estafeta;4;Cutzamala;1805;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001642;Correo_1001642;Estafeta de correo de Calpulalpan;Estafeta de correo;Estafeta;4;Calpulalpan;1795;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001666;Correo_1001666;Estafeta de correo de Tepetlaoxtoc;Estafeta de correo;Estafeta;4;Tepetlaoxtoc;1793;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001681;Correo_1001681;Estafeta de correo de Chilpancingo;Estafeta de correo;Estafeta;4;Chilpancingo;1780;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001738;Correo_1001738;Estafeta de correo de Tepexi del Rio;Estafeta de correo;Estafeta;4;Tepexi del Rio;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1000484;Correo_1000484;Estafeta de correo de Atotonilco;Estafeta de correo;Estafeta;4;Atotonilco;1789;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001898;Correo_1001898;Estafeta de correo de Teloloapan;Estafeta de correo;Estafeta;4;Teloloapan;1793;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001940;Correo_1001940;Estafeta de correo de Panindicuaro;Estafeta de correo;Estafeta;4;Panindicuaro;1782;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001942;Correo_1001942;Estafeta de correo de Santa Ana Amatlan;Estafeta de correo;Estafeta;4;Santa Ana Amatlan;1787;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001945;Correo_1001945;Estafeta de correo de Tancitaro;Estafeta de correo;Estafeta;4;Tancitaro;1783;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001950;Correo_1001950;Estafeta de correo de Pinzandaro;Estafeta de correo;Estafeta;4;Pinzandaro;1806;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1001970;Correo_1001970;Estafeta de correo de Zacapu;Estafeta de correo;Estafeta;4;Zacapu;1782;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002005;Correo_1002005;Estafeta de correo de Cotija;Estafeta de correo;Estafeta;4;Cotija;1808;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002012;Correo_1002012;Estafeta de correo de Periban;Estafeta de correo;Estafeta;4;Periban;1784;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002026;Correo_1002026;Estafeta de correo de Coalcoman;Estafeta de correo;Estafeta;4;Coalcoman;1806;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002061;Correo_1002061;Estafeta de correo de Tzintzuntzan;Estafeta de correo;Estafeta;4;Tzintzuntzan;1781;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002065;Correo_1002065;Estafeta de correo de Urecho;Estafeta de correo;Estafeta;4;Urecho;1789;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002084;Correo_1002084;Estafeta de correo de Chilchota;Estafeta de correo;Estafeta;4;Chilchota;1784;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002089;Correo_1002089;Estafeta de correo de Nuestra Señora de La Piedad;Estafeta de correo;Estafeta;4;Nuestra Señora de La Piedad;1784;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002121;Correo_1002121;Estafeta de correo de Ixtlan;Estafeta de correo;Estafeta;4;Ixtlan;1800;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002127;Correo_1002127;Estafeta de correo de Tangancicuaro;Estafeta de correo;Estafeta;4;Tangancicuaro;1788;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002153;Correo_1002153;Estafeta de correo de Irimbo;Estafeta de correo;Estafeta;4;Irimbo;1782;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002156;Correo_1002156;Estafeta de correo de Maravatio;Estafeta de correo;Estafeta;4;Maravatio;1777;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002167;Correo_1002167;Estafeta de correo de Taximaroa;Estafeta de correo;Estafeta;4;Taximaroa;1782;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002173;Correo_1002173;Estafeta de correo de Tuxpan;Estafeta de correo;Estafeta;4;Tuxpan;1789;;9999;;"En AGI erroneamente ""santiago Tuxtla""";AGI_Correos;;Mexico;Mexico;Correo
NES;1002177;Correo_1002177;Estafeta de correo de Angangueo;Estafeta de correo;Estafeta;4;Angangueo;1798;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1000110;Correo_1000110;Estafeta de correo de Tula;Estafeta de correo;Estafeta;4;Tula;1772;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1002212;Correo_1002212;Estafeta de correo de Xaumabe;Estafeta de correo;Estafeta;4;Xaumabe;1807;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1000649;Correo_1000649;Estafeta de correo de Apaseo;Estafeta de correo;Estafeta;4;Apaseo;1783;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo
NES;1002483;Correo_1002483;Estafeta de correo de Nieves Ixpantepec;Estafeta de correo;Estafeta;4;Nieves Ixpantepec;1804;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002602;Correo_1002602;Estafeta de correo de Teipan;Estafeta de correo;Estafeta;4;Teipan;1785;;1790;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1002670;Correo_1002670;Estafeta de correo de Cuicatlan;Estafeta de correo;Estafeta;4;Cuicatlan;1797;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1002674;Correo_1002674;Estafeta de correo de Huehuetlan;Estafeta de correo;Estafeta;4;Huehuetlan;1777;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1002874;Correo_1002874;Estafeta de correo de Yanhuitlan;Estafeta de correo;Estafeta;4;Yanhuitlan;1774;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1003093;Correo_1003093;Estafeta de correo de Piaxtla;Estafeta de correo;Estafeta;4;Piaxtla;1794;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003109;Correo_1003109;Estafeta de correo de Hueyotlipan;Estafeta de correo;Estafeta;4;Hueyotlipan;1802;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003119;Correo_1003119;Estafeta de correo de San Andrés Calpan;Estafeta de correo;Estafeta;4;San Andrés Calpan;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003128;Correo_1003128;Estafeta de correo de Huaquechula;Estafeta de correo;Estafeta;4;Huaquechula;1796;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
CHL;7000002;Puerto_7000002;Puerto de Concepción;Puerto mayor;Comercio libre;1;Concepción;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
QUI;5600003;Puerto_5600003;Puerto de Guayaquil;Puerto mayor;Comercio libre;1;Guayaquil;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
SDO;3000004;Puerto_3000004;Puerto de La Habana;Puerto mayor;Comercio libre;1;La Habana;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
RPL;9000024;Puerto_9000024;Puerto de Montevideo;Puerto mayor;Comercio libre;1;Montevideo;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
CHL;7000003;Puerto_7000003;Puerto de Valparaíso;Puerto mayor;Comercio libre;1;Valparaíso;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
VEN;4000010;Puerto_4000010;Puerto de La Guaira;Puerto mayor;Comercio libre;1;La Guaira;1788;;1797;;;Interpolación;;;;Puerto
NES;1000021;Puerto_1000021;Puerto de Veracruz;Puerto mayor;Comercio libre;1;Veracruz;1789;;1797;;;Interpolación;;;;Puerto
PER;6000021;Puerto_6000021;Puerto de Arica;Puerto mayor;Comercio libre;1;Arica;1798;;9999;;;Interpolación;;;;Puerto
RPL;9000001;Puerto_9000001;Puerto de Buenos Aires;Puerto mayor;Comercio libre;1;Buenos Aires;1798;;9999;;;Interpolación;;;;Puerto
PER;6000008;Puerto_6000008;Puerto de El Callao;Puerto mayor;Comercio libre;1;El Callao;1798;;9999;;;Interpolación;;;;Puerto
NGR;5000004;Puerto_5000004;Puerto de Cartagena de Indias;Puerto mayor;Comercio libre;1;Cartagena de Indias;1798;;9999;;;Interpolación;;;;Puerto
NES;1003133;Correo_1003133;Estafeta de correo de San Nicolás de los Ranchos;Estafeta de correo;Estafeta;4;San Nicolás de los Ranchos;1793;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003262;Correo_1003262;Estafeta de correo de Tamiagua;Estafeta de correo;Estafeta;4;Tamiagua;1780;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003284;Correo_1003284;Estafeta de correo de Xicotepec;Estafeta de correo;Estafeta;4;Xicotepec;1785;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003304;Correo_1003304;Estafeta de correo de Chicontepec;Estafeta de correo;Estafeta;4;Chicontepec;1787;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003355;Correo_1003355;Estafeta de correo de San Martín Tesmelucan;Estafeta de correo;Estafeta;4;San Martín Tesmelucan;1781;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003357;Correo_1003357;Estafeta de correo de San Salvador el Verde;Estafeta de correo;Estafeta;4;San Salvador el Verde;1792;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003372;Correo_1003372;Estafeta de correo de Ayutla;Estafeta de correo;Estafeta;4;Ayutla;1783;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003429;Correo_1003429;Estafeta de correo de Tepeojuma;Estafeta de correo;Estafeta;4;Tepeojuma;1793;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003456;Correo_1003456;Estafeta de correo de Tepeyahualco;Estafeta de correo;Estafeta;4;Tepeyahualco;1799;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003462;Correo_1003462;Estafeta de correo de Zacapoaxtla;Estafeta de correo;Estafeta;4;Zacapoaxtla;1787;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1003530;Correo_1003530;Estafeta de correo de Acajete;Estafeta de correo;Estafeta;4;Acajete;1790;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003532;Correo_1003532;Estafeta de correo de Acatzingo;Estafeta de correo;Estafeta;4;Acatzingo;1789;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003534;Correo_1003534;Estafeta de correo de San Jerónimo Aljojuca;Estafeta de correo;Estafeta;4;San Jerónimo Aljojuca;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003539;Correo_1003539;Estafeta de correo de San Andres Chalchicomula;Estafeta de correo;Estafeta;4;San Andres Chalchicomula;1776;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1003548;Correo_1003548;Estafeta de correo de Nopalucan;Estafeta de correo;Estafeta;4;Nopalucan;1779;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003553;Correo_1003553;Estafeta de correo de Quecholan;Estafeta de correo;Estafeta;4;Quecholan;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003554;Correo_1003554;Estafeta de correo de San Agustín del Palmar;Estafeta de correo;Estafeta;4;San Agustín del Palmar;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003557;Correo_1003557;Estafeta de correo de San Salvador el Seco;Estafeta de correo;Estafeta;4;San Salvador el Seco;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003564;Correo_1003564;Estafeta de correo de Tecamachalco;Estafeta de correo;Estafeta;4;Tecamachalco;1789;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003604;Correo_1003604;Estafeta de correo de Molcaxac;Estafeta de correo;Estafeta;4;Molcaxac;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003686;Correo_1003686;Estafeta de correo de Huamuxtitlan;Estafeta de correo;Estafeta;4;Huamuxtitlan;1790;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003701;Correo_1003701;Estafeta de correo de Olinala;Estafeta de correo;Estafeta;4;Olinala;1790;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003733;Correo_1003733;Estafeta de correo de Santiago Xochihuehuetlan;Estafeta de correo;Estafeta;4;Santiago Xochihuehuetlan;1790;;1798;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003749;Correo_1003749;Estafeta de correo de Tochimilco;Estafeta de correo;Estafeta;4;Tochimilco;1782;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1003792;Correo_1003792;Estafeta de correo de Tlacotepec;Estafeta de correo;Estafeta;4;Tlacotepec;1793;;9999;;Identidad incierta;AGI_Correos;;Mexico;Mexico;Correo
NES;1003807;Correo_1003807;Estafeta de correo de Casas Viejas;Estafeta de correo;Estafeta;4;Casas Viejas;1804;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo
NES;1003819;Correo_1003819;Estafeta de correo de Santa María del Río;Estafeta de correo;Estafeta;4;Santa María del Río;1801;;9999;;;AGI_Correos;;San Luis Potosi;Mexico;Correo
NES;1003821;Correo_1003821;Estafeta de correo de Tampamolon;Estafeta de correo;Estafeta;4;Tampamolon;1777;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003822;Correo_1003822;Estafeta de correo de Tampico;Estafeta de correo;Estafeta;4;Tampico;1778;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003823;Correo_1003823;Estafeta de correo de Tancanhuitz;Estafeta de correo;Estafeta;4;Tancanhuitz;1778;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003825;Correo_1003825;Estafeta de correo de Axtla;Estafeta de correo;Estafeta;4;Axtla;1790;;1793;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003828;Correo_1003828;Estafeta de correo de Coscatlan;Estafeta de correo;Estafeta;4;Coscatlan;1778;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003831;Correo_1003831;Estafeta de correo de Huehuetlan;Estafeta de correo;Estafeta;4;Huehuetlan;1777;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003839;Correo_1003839;Estafeta de correo de Tamazunchale;Estafeta de correo;Estafeta;4;Tamazunchale;1789;;1797;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1003846;Correo_1003846;Estafeta de correo de Valles;Estafeta de correo;Estafeta;4;Valles;1777;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1003927;Correo_1003927;Estafeta de correo de San Pedro de Bacubirito;Estafeta de correo;Estafeta;4;San Pedro de Bacubirito;1793;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1003982;Correo_1003982;Estafeta de correo de Presidio de San Rafael;Estafeta de correo;Estafeta;4;Presidio de San Rafael;1788;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1004060;Correo_1004060;Estafeta de correo de Santa Ana Chautepan;Estafeta de correo;Estafeta;4;Santa Ana Chautepan;1793;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1004066;Correo_1004066;Estafeta de correo de Cuapiaxtla;Estafeta de correo;Estafeta;4;Cuapiaxtla;1796;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1004071;Correo_1004071;Estafeta de correo de Huamantla;Estafeta de correo;Estafeta;4;Huamantla;1787;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1004077;Correo_1004077;Estafeta de correo de San Felipe Ystacuixtla;Estafeta de correo;Estafeta;4;San Felipe Ystacuixtla;1790;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1004087;Correo_1004087;Estafeta de correo de Nuestra Señora de Nativitas;Estafeta de correo;Estafeta;4;Nuestra Señora de Nativitas;1790;;9999;;;AGI_Correos;;Puebla;Mexico;Correo
NES;1004174;Correo_1004174;Estafeta de correo de Coscomatepec;Estafeta de correo;Estafeta;4;Coscomatepec;1778;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004175;Correo_1004175;Estafeta de correo de Huatusco;Estafeta de correo;Estafeta;4;Huatusco;1778;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004219;Correo_1004219;Estafeta de correo de Ozuluama;Estafeta de correo;Estafeta;4;Ozuluama;1780;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1004224;Correo_1004224;Estafeta de correo de Tantima;Estafeta de correo;Estafeta;4;Tantima;1794;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1004226;Correo_1004226;Estafeta de correo de Tantoyuca;Estafeta de correo;Estafeta;4;Tantoyuca;1780;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
NES;1004259;Correo_1004259;Estafeta de correo de Misantla;Estafeta de correo;Estafeta;4;Misantla;1786;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004274;Correo_1004274;Estafeta de correo de Alvarado;Estafeta de correo;Estafeta;4;Alvarado;1772;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004276;Correo_1004276;Estafeta de correo de Tlacotalpan;Estafeta de correo;Estafeta;4;Tlacotalpan;1774;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004277;Correo_1004277;Estafeta de correo de Tlalixcoyan;Estafeta de correo;Estafeta;4;Tlalixcoyan;1788;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004289;Correo_1004289;Estafeta de correo de Coatepec;Estafeta de correo;Estafeta;4;Coatepec;1807;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004295;Correo_1004295;Estafeta de correo de Naulingo;Estafeta de correo;Estafeta;4;Naulingo;1782;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004437;Correo_1004437;Estafeta de correo de Izamal;Estafeta de correo;Estafeta;4;Izamal;1788;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004484;Correo_1004484;Estafeta de correo de Mani;Estafeta de correo;Estafeta;4;Mani;1796;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
GDJ;1004651;Correo_1004651;Estafeta de correo de P. de Monterrey;Estafeta de correo;Estafeta;4;P. de Monterrey;1789;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004652;Correo_1004652;Estafeta de correo de Santa Rosa;Estafeta de correo;Estafeta;4;Santa Rosa;1779;;9999;;;AGI_Correos;;San Luis Potosi;Mexico;Correo
NES;1004654;Correo_1004654;Estafeta de correo de Bacalar;Estafeta de correo;Estafeta;4;Bacalar;1788;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
GDJ;1004826;Correo_1004826;Estafeta de correo de Carmen;Estafeta de correo;Estafeta;4;Carmen;1774;;9999;;;AGI_Correos;;Veracruz;Veracruz;Correo
NES;1004855;Correo_1004855;Estafeta de correo de Salamanca;Estafeta de correo;Estafeta;4;Salamanca;1781;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo
NES;1004856;Correo_1004856;Estafeta de correo de Dolores;Estafeta de correo;Estafeta;4;Dolores;1784;;9999;;;AGI_Correos;;Queretaro;Mexico;Correo
GDJ;1004857;Correo_1004857;Estafeta de correo de Colima;Estafeta de correo;Estafeta;4;Colima;1778;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004863;Correo_1004863;Estafeta de correo de Real de Asientos de Ibarra;Estafeta de correo;Estafeta;4;Real de Asientos de Ibarra;1802;;9999;;;AGI_Correos;;Zacatecas;Mexico;Correo
GDJ;1004872;Correo_1004872;Estafeta de correo de Villanueva (Zacatecas);Estafeta de correo;Estafeta;4;Villanueva (Zacatecas);1788;;9999;;;AGI_Correos;;Zacatecas;Mexico;Correo
GDJ;1004873;Correo_1004873;Estafeta de correo de Puerto del Cedral;Estafeta de correo;Estafeta;4;Puerto del Cedral;1801;;9999;;;AGI_Correos;;San Luis Potosi;Mexico;Correo
GDJ;1004874;Correo_1004874;Estafeta de correo de Ojocaliente;Estafeta de correo;Estafeta;4;Ojocaliente;1788;;9999;;;AGI_Correos;;Zacatecas;Mexico;Correo
GDJ;1004875;Correo_1004875;Estafeta de correo de Amatlán de Cañas;Estafeta de correo;Estafeta;4;Amatlán de Cañas;1787;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004876;Correo_1004876;Estafeta de correo de Ahuacatlan;Estafeta de correo;Estafeta;4;Ahuacatlan;1792;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004881;Correo_1004881;Estafeta de correo de Villa Encarnación;Estafeta de correo;Estafeta;4;Villa Encarnación;1808;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004885;Correo_1004885;Estafeta de correo de Real de la Yesca;Estafeta de correo;Estafeta;4;Real de la Yesca;1791;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004887;Correo_1004887;Estafeta de correo de Presidio de Janos;Estafeta de correo;Estafeta;4;Presidio de Janos;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004888;Correo_1004888;Estafeta de correo de Presidio del Carrizal;Estafeta de correo;Estafeta;4;Presidio del Carrizal;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004890;Correo_1004890;Estafeta de correo de Presidio de San Elizario;Estafeta de correo;Estafeta;4;Presidio de San Elizario;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004893;Correo_1004893;Estafeta de correo de Paso del Norte;Estafeta de correo;Estafeta;4;Paso del Norte;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004903;Correo_1004903;Estafeta de correo de Presidio de San Carlos de Buenavista;Estafeta de correo;Estafeta;4;Presidio de San Carlos de Buenavista;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004904;Correo_1004904;Estafeta de correo de San Miguel de Horcasitas;Estafeta de correo;Estafeta;4;San Miguel de Horcasitas;1781;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004905;Correo_1004905;Estafeta de correo de Presidio de San Bernardino de Fronteras;Estafeta de correo;Estafeta;4;Presidio de San Bernardino de Fronteras;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004906;Correo_1004906;Estafeta de correo de Presidio de Santa Gertrudis del Altar;Estafeta de correo;Estafeta;4;Presidio de Santa Gertrudis del Altar;1779;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
GDJ;1004909;Correo_1004909;Estafeta de correo de Aguayo;Estafeta de correo;Estafeta;4;Aguayo;1802;;9999;;Identidad incierta;AGI_Correos;;San Luis Potosi;Mexico;Correo
GDJ;1004910;Correo_1004910;Estafeta de correo de Altamira;Estafeta de correo;Estafeta;4;Altamira;1808;;9999;;;AGI_Correos;;Mexico;Mexico;Correo
